SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
XPROINDIA, EQ, 09-Apr-2019,35.1,36.15,36.15,34.35,35.35,34.5,34.77,2532,0.88,27,2109,83.29
YESBANK, EQ, 09-Apr-2019,260.05,261.9,272,258.7,271.75,270.6,265.92,39195173,104225.93,272721,7066531,18.03
ZEEL, EQ, 09-Apr-2019,404.75,406.95,412.4,404.6,411.5,410.7,408.72,5077210,20751.45,72149,1682117,33.13
ZEEL, P2, 09-Apr-2019,5.5,5.5,5.5,5.45,5.45,5.45,5.5,257130,14.14,109,250444,97.4
ZEELEARN, EQ, 09-Apr-2019,27.85,27.85,27.9,27.4,27.55,27.5,27.57,137160,37.82,467,105655,77.03
ZEEMEDIA, EQ, 09-Apr-2019,16.4,16.45,16.8,14.85,14.95,15,15.41,6207741,956.34,8111,4053808,65.3
ZENITHBIR, BE, 09-Apr-2019,0.6,0.55,0.6,0.55,0.55,0.55,0.57,78903,0.45,42, -, -
ZENITHEXPO, EQ, 09-Apr-2019,44,47,47,41.6,45.35,45.3,44.23,756,0.33,41,604,79.89
ZENSARTECH, EQ, 09-Apr-2019,231.3,231.3,234.7,231,233.7,233.85,233.02,49134,114.49,2563,26118,53.16
ZENTEC, EQ, 09-Apr-2019,74.75,74.75,75.9,74.15,75,74.75,74.77,34053,25.46,274,26487,77.78
ZICOM, BE, 09-Apr-2019,4.2,4.35,4.4,4,4.3,4.3,4.17,58714,2.45,94, -, -
ZODIAC, SM, 09-Apr-2019,17.5,18,18,18,18,18,18,2000,0.36,1,2000,100
ZODIACLOTH, BE, 09-Apr-2019,230,230,241.5,230,241.5,240.6,237.03,15452,36.63,152, -, -
ZODJRDMKJ, EQ, 09-Apr-2019,36.95,37.45,37.5,36,36.1,36.25,36.18,2106,0.76,45,1738,82.53
ZOTA, SM, 09-Apr-2019,265.2,268,268.15,266,267,267,267.02,11500,30.71,20,1500,13.04
ZUARI, EQ, 09-Apr-2019,200.1,198.8,204.75,195.65,202,199.1,199.99,47158,94.31,1779,14046,29.78
ZUARIGLOB, EQ, 09-Apr-2019,111.55,111.4,112.85,108.8,109.4,109.5,110.51,49083,54.24,729,22528,45.9
ZYDUSWELL, EQ, 09-Apr-2019,1301.25,1311.6,1318,1292.2,1311.95,1311.8,1302.83,3004,39.14,598,1726,57.46
