SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
EDUCOMP, BZ, 09-Apr-2019,2.3,2.3,2.3,2.2,2.3,2.25,2.24,16015,0.36,33, -, -
EHFLNCD, N6, 09-Apr-2019,1015,1015,1015,1015,1015,1015,1015,10,0.1,1,10,100
EICHERMOT, EQ, 09-Apr-2019,20612.65,20699,21024,20355,20900,20947.1,20677.35,80256,16594.81,22766,13779,17.17
EIDPARRY, EQ, 09-Apr-2019,206.8,206.7,207.55,205,205.5,205.55,206.1,50885,104.87,1201,26944,52.95
EIFFL, SM, 09-Apr-2019,121.25,121,122,121,122,122,121.47,7200,8.75,6,7200,100
EIHAHOTELS, EQ, 09-Apr-2019,378.8,378.75,383.35,378.75,383.35,382.2,381.15,657,2.5,70,344,52.36
EIHOTEL, EQ, 09-Apr-2019,195.85,197.5,198.1,193.55,194.3,195,195.73,51344,100.5,2765,30349,59.11
EIMCOELECO, EQ, 09-Apr-2019,382.05,386,396,377.25,396,393.95,390.03,659,2.57,19,506,76.78
EKC, EQ, 09-Apr-2019,29,29.8,29.95,29.15,29.45,29.5,29.58,181814,53.77,910,88237,48.53
ELAND, BE, 09-Apr-2019,6.7,6.75,7,6.55,6.7,6.7,6.87,29206,2.01,57, -, -
ELECON, EQ, 09-Apr-2019,61.55,62,62,60.4,61,60.75,60.99,55130,33.63,1269,38671,70.15
ELECTCAST, EQ, 09-Apr-2019,20.5,20,21,20,20.75,20.7,20.57,96618,19.87,360,68930,71.34
ELECTHERM, EQ, 09-Apr-2019,185.4,185.5,186.95,182.05,184.3,183.9,184.7,2667,4.93,121,1792,67.19
ELGIEQUIP, EQ, 09-Apr-2019,249.65,252.05,252.1,247.15,249.6,250,249.41,11216,27.97,326,7704,68.69
ELGIRUBCO, EQ, 09-Apr-2019,23.9,23.7,24.2,23.25,24.2,23.95,23.76,1374,0.33,35,820,59.68
EMAMILTD, EQ, 09-Apr-2019,410.1,410,411.2,400,403,402.45,407.34,196145,798.97,15746,141058,71.92
EMAMIREAL, EQ, 09-Apr-2019,120.9,122.5,122.55,119,120,120.1,120.34,7004,8.43,232,3114,44.46
EMBASSY, RR, 09-Apr-2019,321.32,322.01,328,321.5,328,326.45,325.37,56800,184.81,132,48800,85.92
EMCO, BE, 09-Apr-2019,3.45,3.35,3.45,3.3,3.35,3.35,3.33,24244,0.81,41, -, -
EMKAY, EQ, 09-Apr-2019,99.3,100.2,101.4,98.45,101.4,100.8,99.5,3204,3.19,108,2164,67.54
EMMBI, EQ, 09-Apr-2019,129.45,131,131,127.55,130.4,129.75,129.22,6873,8.88,279,4298,62.53
EMOFSR1RGG, MF, 09-Apr-2019,7.55,7.55,7.55,7.55,7.55,7.55,7.55,7000,0.53,3,6000,85.71
ENDURANCE, EQ, 09-Apr-2019,1171.65,1157.1,1172.3,1157,1170,1170.85,1167.21,44101,514.75,6108,35236,79.9
ENERGYDEV, EQ, 09-Apr-2019,8.7,8.6,8.9,8.45,8.8,8.75,8.66,24329,2.11,153,17415,71.58
ENGINERSIN, EQ, 09-Apr-2019,119.05,119.4,119.45,117.3,117.85,117.9,117.96,998783,1178.18,10792,247866,24.82
ENIL, EQ, 09-Apr-2019,533.75,533.95,535,529.25,530.55,533.2,533.27,690,3.68,115,507,73.48
EON, EQ, 09-Apr-2019,38.3,38.15,38.9,37.4,38.9,38.75,38.24,13743,5.26,234,9455,68.8
EQ30, EQ, 09-Apr-2019,283.98,288,288,287,287,287,287.06,267,0.77,12,266,99.63
EQUITAS, EQ, 09-Apr-2019,132.2,132.35,132.75,129.1,131.5,131.65,130.79,1219358,1594.81,14229,282030,23.13
ERFLNCDI, N4, 09-Apr-2019,922,930,930,930,930,930,930,100,0.93,1,100,100
ERIS, EQ, 09-Apr-2019,632.4,629.45,640,623.3,634,635.6,634.09,6800,43.12,1348,2525,37.13
EROSMEDIA, EQ, 09-Apr-2019,77.8,77.95,80.5,77.4,78.7,78.75,78.87,487187,384.23,6301,135117,27.73
ESABINDIA, EQ, 09-Apr-2019,905.9,908.8,908.8,882.05,882.5,889.1,893.79,677,6.05,136,370,54.65
ESCORTS, EQ, 09-Apr-2019,760.65,758.55,778,752.05,776.5,774.8,764.87,1342599,10269.14,27032,181437,13.51
ESSARSHPNG, EQ, 09-Apr-2019,10.4,10.55,10.6,10.35,10.5,10.5,10.46,6671,0.7,51,5320,79.75
ESSDEE, EQ, 09-Apr-2019,13.9,13.9,14.9,13.5,14.2,14.2,14.24,60813,8.66,320,36065,59.3
ESSELPACK, EQ, 09-Apr-2019,118,118,119.75,116.5,118.8,118.2,118.55,98903,117.25,1045,78467,79.34
ESTER, EQ, 09-Apr-2019,35.05,35.05,35.35,34.8,35,35.05,35.06,28089,9.85,235,21510,76.58
EUROCERA, BE, 09-Apr-2019,1.35,1.35,1.35,1.3,1.3,1.3,1.31,3000,0.04,4, -, -
EUROMULTI, BE, 09-Apr-2019,0.85,0.9,0.9,0.8,0.8,0.8,0.85,5068,0.04,12, -, -
EUROTEXIND, EQ, 09-Apr-2019,16.45,16.1,16.1,16.1,16.1,16.1,16.1,26,0,1,26,100
EVEREADY, EQ, 09-Apr-2019,186.5,186,186.8,183.7,185,185.35,185.28,116585,216,2121,63014,54.05
EVERESTIND, EQ, 09-Apr-2019,446.3,448.6,450,439.2,440.1,440.9,442.93,18221,80.71,813,13040,71.57
EXCEL, EQ, 09-Apr-2019,1.4,1.45,1.45,1.35,1.45,1.45,1.45,92636,1.34,68,87184,94.11
EXCELCROP, EQ, 09-Apr-2019,3693.85,3697.4,3750,3689.95,3745,3732.05,3702.68,1741,64.46,199,1494,85.81
EXCELINDUS, EQ, 09-Apr-2019,1162,1177,1177,1155,1155,1159.25,1164.33,3030,35.28,444,2252,74.32
EXIDEIND, EQ, 09-Apr-2019,217.1,216.7,218.8,214.1,217.95,218.25,216.96,1429162,3100.66,21994,546463,38.24
FACT, EQ, 09-Apr-2019,36.9,36.9,36.9,36.25,36.7,36.55,36.46,27363,9.98,210,14269,52.15
FAIRCHEM, EQ, 09-Apr-2019,453.3,460.05,464.85,451.05,462.95,463.2,457.84,1936,8.86,229,1299,67.1
FCL, EQ, 09-Apr-2019,42.5,42.7,43,41.4,41.65,41.55,41.97,161549,67.81,1145,95756,59.27
FCONSUMER, EQ, 09-Apr-2019,45,45.25,45.25,43.85,44.2,44.1,44.26,1123341,497.24,4714,722964,64.36
FCSSOFT, EQ, 09-Apr-2019,0.2,0.25,0.25,0.2,0.25,0.2,0.21,210364,0.44,79,206828,98.32
FDC, EQ, 09-Apr-2019,167.95,167.1,169.5,164.55,167.9,166.8,166.61,13915,23.18,749,7168,51.51
FEDERALBNK, EQ, 09-Apr-2019,97.15,97.3,98.6,95.4,98.3,98.15,96.87,8527703,8260.98,38395,1596953,18.73
FEL, EQ, 09-Apr-2019,38.4,38.15,38.6,37.4,37.75,37.6,38.11,407127,155.17,3712,158250,38.87
FELDVR, EQ, 09-Apr-2019,35.75,36.25,36.55,35.2,36.55,36.15,36.01,6553,2.36,81,4850,74.01
FIEMIND, EQ, 09-Apr-2019,505.45,511,511,497.7,499.9,499.45,500.17,8864,44.34,512,7453,84.08
FILATEX, EQ, 09-Apr-2019,54.1,54.35,55.5,53.35,53.9,53.95,54.34,179302,97.43,1140,67825,37.83
FINCABLES, EQ, 09-Apr-2019,493.6,496.1,498,484.2,490,490.1,490.89,88280,433.36,5471,42026,47.61
FINEORG, EQ, 09-Apr-2019,1321.65,1310,1350,1310,1333,1339.85,1338.91,14217,190.35,1129,8547,60.12
FINPIPE, EQ, 09-Apr-2019,489.15,489.1,493.8,483.85,488.1,488.75,487.81,8391,40.93,730,4130,49.22
FIVECORE, SM, 09-Apr-2019,52.6,55.15,55.15,50,50,50,52.11,8000,4.17,8,8000,100
FLEXITUFF, EQ, 09-Apr-2019,43.75,43.35,46.7,43.15,44.5,44.5,44.65,1130,0.5,135,328,29.03
FLFL, EQ, 09-Apr-2019,478.1,475.05,483.95,461.3,470.85,467.7,475.93,56178,267.37,2093,40047,71.29
FMGOETZE, EQ, 09-Apr-2019,566.45,566.45,579,566.45,578,575,574.64,3676,21.12,956,1773,48.23
FMNL, BE, 09-Apr-2019,42.3,43.35,43.35,42,42.55,42,42.22,4494,1.9,54, -, -
FOCUS, SM, 09-Apr-2019,157.7,151,151,149.85,149.85,149.85,150.11,5000,7.51,5,5000,100
FORTIS, EQ, 09-Apr-2019,135.15,135.5,136.6,135.1,135.6,135.65,135.69,255576,346.79,4811,116420,45.55
FOSECOIND, EQ, 09-Apr-2019,1421.4,1401.05,1428.95,1401.05,1410,1412.7,1412.79,386,5.45,141,265,68.65
FOURTHDIM, SM, 09-Apr-2019,21.95,23,23,20.9,20.9,20.9,21.76,24000,5.22,9,23000,95.83
FRETAIL, EQ, 09-Apr-2019,439.4,440.65,440.9,425.65,429.1,429.65,430.19,411450,1770.03,11036,257708,62.63
FSC, EQ, 09-Apr-2019,579.45,580.6,580.6,569,569,570.05,572.18,3485,19.94,468,3202,91.88
FSL, EQ, 09-Apr-2019,48.65,49.3,51.9,48.7,51.4,51.3,51.03,11672811,5957.09,47920,3979175,34.09
GABRIEL, EQ, 09-Apr-2019,151.4,152,152.25,148.45,150.1,151.4,150.45,33756,50.79,1541,23031,68.23
GAEL, EQ, 09-Apr-2019,220.8,220.25,222.5,215.35,216,218,219.22,45589,99.94,698,39185,85.95
GAIL, EQ, 09-Apr-2019,341.9,343,345,336.1,343,343.5,340.17,3304237,11240.14,63202,1008891,30.53
GAL, EQ, 09-Apr-2019,4.8,4.8,5.1,4.7,5,4.85,4.94,4751,0.23,30,3764,79.23
GALAXYSURF, EQ, 09-Apr-2019,999.3,999,1005,980,989.6,985.8,991.7,6651,65.96,859,4787,71.97
GALLANTT, EQ, 09-Apr-2019,50.4,51.2,51.45,48.8,49.9,49.8,49.81,4567,2.27,75,3299,72.24
GALLISPAT, EQ, 09-Apr-2019,34.75,34.8,34.95,33,34.85,34.65,33.94,36365,12.34,379,18085,49.73
GAMMNINFRA, EQ, 09-Apr-2019,0.65,0.65,0.7,0.6,0.7,0.65,0.65,2898237,18.72,595,2394289,82.61
GANDHITUBE, EQ, 09-Apr-2019,350.35,349,350,345.05,349.4,347.1,348.77,2870,10.01,32,2855,99.48
GANECOS, EQ, 09-Apr-2019,336.1,339,339,332,338.1,337.1,336.34,4980,16.75,199,2251,45.2
GANESHHOUC, EQ, 09-Apr-2019,61.5,61.15,71.4,59.7,70.3,70.55,65.72,548295,360.35,4486,297361,54.23
GANGESSECU, EQ, 09-Apr-2019,46,45,45,45,45,45,45,1,0,1,1,100
GANGOTRI, BZ, 09-Apr-2019,1.2,1.15,1.15,1.15,1.15,1.15,1.15,2987,0.03,26, -, -
GARDENSILK, EQ, 09-Apr-2019,20.25,20.45,20.6,20.1,20.15,20.3,20.23,8561,1.73,85,5752,67.19
GARFIBRES, EQ, 09-Apr-2019,1134.2,1119.55,1153.8,1119.55,1149.8,1145.35,1134.67,80233,910.38,648,78870,98.3
GATI, EQ, 09-Apr-2019,81.4,81.6,81.95,79.5,80.2,80.15,80.2,917487,735.87,16068,459924,50.13
GAYAHWS, EQ, 09-Apr-2019,0.9,0.9,0.95,0.85,0.9,0.95,0.88,70288,0.62,41,57272,81.48
GAYAPROJ, EQ, 09-Apr-2019,169.8,171,173.25,167.15,173,171.6,170.78,23842,40.72,885,14367,60.26
GDL, EQ, 09-Apr-2019,138.1,138.1,140.25,136.3,137.5,138.45,138.87,112323,155.98,3402,53194,47.36
GEECEE, EQ, 09-Apr-2019,124.2,124.2,124.2,120.5,121.25,121.45,122.33,1113,1.36,70,895,80.41
GEMINI, BZ, 09-Apr-2019,0.2,0.25,0.25,0.15,0.2,0.2,0.2,198679,0.39,35, -, -
GENESYS, EQ, 09-Apr-2019,81.85,82.3,88.9,78.45,86,85.75,84.42,114781,96.89,1813,47378,41.28
GENUSPAPER, EQ, 09-Apr-2019,7.1,7,7.2,7,7.2,7.15,7.15,107997,7.73,120,72543,67.17
GENUSPOWER, EQ, 09-Apr-2019,28.55,28.75,28.95,28.35,28.95,28.85,28.63,130779,37.45,557,80107,61.25
GEOJITFSL, EQ, 09-Apr-2019,40.65,40.5,41.05,39.6,41,40.8,40.55,137283,55.67,1295,102237,74.47
GEPIL, EQ, 09-Apr-2019,842.15,839.15,853.95,839.15,853.5,851.05,847.7,6073,51.48,1496,5139,84.62
GESHIP, EQ, 09-Apr-2019,287.55,286,302,285.8,300.55,300.4,299.61,454039,1360.37,13105,368514,81.16
GET&D, EQ, 09-Apr-2019,273.85,273.85,283.45,269.5,277.5,278.15,273.55,121441,332.21,7652,71045,58.5
GHCL, EQ, 09-Apr-2019,243.4,243.4,244.5,240,240.05,240.6,241.01,64538,155.55,2068,47562,73.7
GICHSGFIN, EQ, 09-Apr-2019,265.7,268,268.85,261.2,263.4,263.7,264.14,27753,73.31,845,13859,49.94
GICRE, EQ, 09-Apr-2019,254,254.8,254.8,250.3,251.7,252.1,251.93,46846,118.02,1892,24709,52.75
GILLANDERS, EQ, 09-Apr-2019,47.35,48.2,49.55,47.1,49.55,48.35,47.88,2244,1.07,83,1761,78.48
GILLETTE, EQ, 09-Apr-2019,6857.3,6845,6999.9,6656,6970,6985.5,6932.21,5624,389.87,1712,3374,59.99
GINNIFILA, EQ, 09-Apr-2019,13.55,13.5,13.8,13.3,13.7,13.6,13.58,15875,2.16,161,8463,53.31
GIPCL, EQ, 09-Apr-2019,71.35,71.25,72.3,70.7,72,71.9,71.16,81443,57.96,421,73281,89.98
GIRIRAJ, SM, 09-Apr-2019,28,28,28,28,28,28,28,6000,1.68,3,6000,100
GKWLIMITED, EQ, 09-Apr-2019,756,763.65,782,750.1,750.1,760.65,765.77,62,0.47,21,32,51.61
GLAXO, EQ, 09-Apr-2019,1298.8,1298.75,1300,1290.05,1300,1299.9,1298.82,8969,116.49,821,6753,75.29
GLENMARK, EQ, 09-Apr-2019,644.7,642,644.7,635.1,640.95,640.9,639.23,202389,1293.72,9473,54220,26.79
GLOBALVECT, EQ, 09-Apr-2019,82.95,82,83.8,75.3,79,79.1,79.14,49639,39.29,929,19965,40.22
GLOBOFFS, EQ, 09-Apr-2019,11.5,11.9,11.9,11.2,11.75,11.65,11.48,12973,1.49,74,7919,61.04
GLOBUSSPR, EQ, 09-Apr-2019,146.8,147,147.45,141.55,143.3,143.15,143.43,47772,68.52,931,28842,60.37
GMBREW, EQ, 09-Apr-2019,608.85,610,610.05,581.6,583,585.35,589.84,71210,420.02,3668,38436,53.98
GMDCLTD, EQ, 09-Apr-2019,79.5,79.9,79.9,79.1,79.2,79.3,79.29,76323,60.52,2164,63479,83.17
GMMPFAUDLR, EQ, 09-Apr-2019,1188.65,1198,1198,1176.05,1198,1197.35,1189.87,721,8.58,192,372,51.6
GMRINFRA, EQ, 09-Apr-2019,18.25,18.4,18.9,18.1,18.85,18.8,18.54,17154381,3179.67,16331,2864210,16.7
GNA, EQ, 09-Apr-2019,329,327.05,330.95,325.2,325.5,326.2,327,11582,37.87,666,6529,56.37
GNFC, EQ, 09-Apr-2019,327.1,321.5,326.45,318.6,322.55,322.8,321.66,183473,590.15,7561,59202,32.27
GOACARBON, EQ, 09-Apr-2019,456.75,456.75,460.1,449.5,450.2,451.15,453.86,29543,134.08,1425,8063,27.29
GOCLCORP, EQ, 09-Apr-2019,340.4,339.9,345,335.6,339.9,337.1,341.75,10049,34.34,607,8153,81.13
GODFRYPHLP, EQ, 09-Apr-2019,1115.55,1123.8,1123.8,1100.3,1106,1103.8,1109.15,138704,1538.43,4074,23518,16.96
GODREJAGRO, EQ, 09-Apr-2019,515.35,516,516.65,506,508.8,507.3,508.74,108696,552.98,10537,64683,59.51
GODREJCP, EQ, 09-Apr-2019,662.95,665,666.6,663,665.1,664.85,665.19,809522,5384.89,36686,646801,79.9
GODREJIND, EQ, 09-Apr-2019,531.95,532,533.9,527.65,531.4,530.25,530.46,240328,1274.83,11239,67374,28.03
GODREJPROP, EQ, 09-Apr-2019,928.9,925,928,885.5,911.75,911.8,904.82,880523,7967.14,30706,115067,13.07
GOENKA, BZ, 09-Apr-2019,0.3,0.35,0.35,0.3,0.3,0.3,0.33,101411,0.33,39, -, -
GOKEX, EQ, 09-Apr-2019,88.4,87.55,88,85,85.1,85.35,85.98,45769,39.35,606,36550,79.86
GOKUL, EQ, 09-Apr-2019,7.5,7.5,8.15,7.3,7.5,7.5,7.54,55768,4.2,117,40268,72.21
GOKULAGRO, EQ, 09-Apr-2019,11.9,11.65,12.15,11.65,12.15,12.15,11.88,729,0.09,17,714,97.94
GOLDBEES, EQ, 09-Apr-2019,2829.75,2833.15,2849,2821.05,2825.95,2825.5,2831.35,10077,285.31,1046,4941,49.03
GOLDENTOBC, EQ, 09-Apr-2019,45.9,47,47,44.05,44.05,44.05,46.11,389,0.18,18,251,64.52
GOLDIAM, EQ, 09-Apr-2019,78.25,78.65,78.9,76.6,78,77.85,77.68,6584,5.11,254,4536,68.89
GOLDSHARE, EQ, 09-Apr-2019,2847.55,2850,2864.95,2841.05,2844,2846.85,2848.91,671,19.12,117,471,70.19
GOLDTECH, EQ, 09-Apr-2019,13.6,13.85,13.85,13.15,13.7,13.45,13.5,15346,2.07,88,7793,50.78
GOODLUCK, EQ, 09-Apr-2019,65.05,65.1,65.4,64.5,65.35,65.1,64.99,7128,4.63,150,5362,75.22
GPIL, EQ, 09-Apr-2019,239.9,239.9,247.75,239.9,241.15,242,242.95,81503,198.01,2787,50548,62.02
GPPL, EQ, 09-Apr-2019,97.4,97.4,98.85,96.6,97.65,97.6,97.71,52627,51.42,1882,23344,44.36
GPTINFRA, EQ, 09-Apr-2019,58.15,62.45,62.45,57.05,59,58.3,58.86,2866,1.69,58,2201,76.8
GRANULES, EQ, 09-Apr-2019,112.1,112.1,113.35,110.8,111.9,112.2,112.02,419535,469.98,4971,188919,45.03
GRAPHITE, EQ, 09-Apr-2019,451.2,450,451.2,441,447.55,447.75,445.2,617068,2747.18,14695,194909,31.59
GRASIM, EQ, 09-Apr-2019,840.45,837,849.1,829,843,846,837.6,679796,5693.95,33123,288308,42.41
GRAVITA, EQ, 09-Apr-2019,85.25,86.85,89.5,85.65,87.2,87.15,87.41,57769,50.49,1051,22655,39.22
GREAVESCOT, EQ, 09-Apr-2019,146.2,146.2,147.35,145,147.1,146.45,146.13,135587,198.13,4139,78012,57.54
GREENLAM, EQ, 09-Apr-2019,984.7,975.9,996.95,975.9,989,991.95,989.06,611,6.04,209,360,58.92
GREENPLY, EQ, 09-Apr-2019,170.7,170.65,173.95,168,170.5,170.25,171.59,122263,209.79,1752,75324,61.61
GREENPOWER, BE, 09-Apr-2019,3.65,3.6,3.8,3.55,3.65,3.65,3.65,236566,8.63,63, -, -
GRINDWELL, EQ, 09-Apr-2019,577.85,573.1,587,568,571.25,582.25,576.12,15468,89.11,646,5568,36
GROBTEA, EQ, 09-Apr-2019,425.3,424.85,425.3,406,420,422.8,412.9,270,1.11,15,246,91.11
GRPLTD, EQ, 09-Apr-2019,1100,1100.05,1129.95,1001,1058,1049.75,1045.64,733,7.66,109,395,53.89
GRSE, EQ, 09-Apr-2019,98.15,99.5,99.5,97.7,99,98.75,98.51,12627,12.44,905,1901,15.06
GRUH, EQ, 09-Apr-2019,286.55,288,288,280.05,285.25,283.7,283.1,874681,2476.23,27940,602260,68.85
GSCLCEMENT, EQ, 09-Apr-2019,22.65,22.5,22.85,22.15,22.3,22.35,22.37,11187,2.5,83,8504,76.02
GSFC, EQ, 09-Apr-2019,103.4,103.9,104.45,101.2,104.2,104.15,102.73,981806,1008.6,6828,225485,22.97
GSKCONS, EQ, 09-Apr-2019,7032.95,7027.3,7070,7010,7050,7049.95,7044.37,6546,461.12,2080,4048,61.84
GSPL, EQ, 09-Apr-2019,178.15,178.6,181.6,178,180,179.95,179.83,162536,292.28,4607,105543,64.94
GSS, EQ, 09-Apr-2019,132.75,132.75,135.95,132.15,134.6,134.05,134.05,174272,233.62,2324,67185,38.55
GTL, EQ, 09-Apr-2019,4.9,4.8,4.9,4.7,4.85,4.75,4.81,55731,2.68,149,38724,69.48
GTLINFRA, EQ, 09-Apr-2019,1.2,1.2,1.2,1.1,1.1,1.1,1.12,4353326,48.61,668,3059979,70.29
GTNIND, EQ, 09-Apr-2019,9.9,11.6,11.6,9.65,10.05,9.95,9.88,6093,0.6,79,4362,71.59
GTNTEX, BE, 09-Apr-2019,11.25,11.2,11.55,11,11.55,11.55,11.23,247,0.03,7, -, -
GTPL, EQ, 09-Apr-2019,73.3,72.35,73.5,70.65,70.7,71.05,71.75,11172,8.02,106,10304,92.23
GUFICBIO, EQ, 09-Apr-2019,75.65,76.15,78,74.5,74.65,74.9,76.1,39437,30.01,1651,26571,67.38
GUJALKALI, EQ, 09-Apr-2019,489.55,491.5,491.95,480.15,483.25,483.55,483.38,31934,154.36,4086,18064,56.57
GUJAPOLLO, EQ, 09-Apr-2019,152.05,150.15,150.65,146,149,149.35,149.59,1457,2.18,57,976,66.99
GUJFLUORO, EQ, 09-Apr-2019,1062.65,1056.2,1080,1050.55,1070,1073.5,1067.74,25033,267.29,3444,11884,47.47
GUJGASLTD, EQ, 09-Apr-2019,156.65,158.45,158.5,151.35,156,155.3,153,1401759,2144.62,12354,1054870,75.25
GULFOILLUB, EQ, 09-Apr-2019,871.15,876,880.95,872.25,874.9,875,874.99,4856,42.49,195,3950,81.34
GULFPETRO, EQ, 09-Apr-2019,67.25,67.3,72,66.15,71.2,71.2,69.91,21833,15.26,397,15386,70.47
GULPOLY, EQ, 09-Apr-2019,53.9,54.45,54.7,53.2,53.7,53.8,53.96,6799,3.67,119,6268,92.19
GVKPIL, EQ, 09-Apr-2019,7.35,7.5,7.5,7.25,7.3,7.3,7.32,1267706,92.75,880,798615,63
H1190M36RG, MF, 09-Apr-2019,12.73,12.67,12.67,12.67,12.67,12.67,12.67,1000,0.13,1,1000,100
HAL, EQ, 09-Apr-2019,713.65,710,715.5,708.1,714.5,714.15,713.7,12047,85.98,1096,9135,75.83
HARITASEAT, EQ, 09-Apr-2019,464.25,463.8,465,463,463.7,464,463.65,1766,8.19,71,1628,92.19
HARRMALAYA, EQ, 09-Apr-2019,71,71.5,71.8,70.55,70.65,70.75,71.01,3896,2.77,160,2104,54
HATHWAY, EQ, 09-Apr-2019,29.15,29.4,29.75,28.2,28.75,28.7,29.01,268123,77.78,5240,133719,49.87
HATSUN, E1, 09-Apr-2019,610,610,620,610,620,620,612.92,24,0.15,3,24,100
HATSUN, EQ, 09-Apr-2019,757.95,760.5,761,753.05,759,759.7,758.8,14393,109.21,630,13147,91.34
HAVELLS, EQ, 09-Apr-2019,764.1,764.1,764.75,752,760.7,760.5,757.6,917598,6951.71,37576,356874,38.89
HAVISHA, BE, 09-Apr-2019,1.15,1.1,1.15,1.1,1.1,1.1,1.11,40601,0.45,16, -, -
HBLPOWER, EQ, 09-Apr-2019,24.3,24.4,24.5,24.1,24.35,24.3,24.35,63235,15.39,352,37905,59.94
HBSL, EQ, 09-Apr-2019,8.55,7.8,9,7.8,9,8.9,8.57,8352,0.72,37,7801,93.4
HCC, EQ, 09-Apr-2019,14.45,14.45,14.55,14.05,14.35,14.35,14.31,2223468,318.2,2811,890762,40.06
HCG, EQ, 09-Apr-2019,204.8,204.65,205.6,200,202.25,202.15,202.27,12395,25.07,343,5770,46.55
HCL-INSYS, EQ, 09-Apr-2019,18,18,18.25,17.5,17.6,17.6,17.69,877225,155.21,2273,567157,64.65
HCLTECH, EQ, 09-Apr-2019,1096.35,1096.35,1128.85,1096.2,1118,1118.15,1118.64,3250491,36361.18,117833,1665620,51.24
HDFC, EQ, 09-Apr-2019,2054.9,2062.5,2073,2039.15,2067,2069.15,2057.72,2381281,49000.13,162102,1662887,69.83
HDFCAMC, EQ, 09-Apr-2019,1525.3,1533,1560,1515,1560,1548.65,1538.48,62193,956.83,6221,34839,56.02
HDFCBANK, EQ, 09-Apr-2019,2289.4,2296.6,2303,2267,2290,2287.25,2283.13,2694400,61516.61,97805,1860351,69.05
HDFCLIFE, EQ, 09-Apr-2019,385.4,386,386.35,378.6,380.9,381.75,381.57,1529577,5836.38,49945,1162053,75.97
HDFCMFGETF, EQ, 09-Apr-2019,2903.2,2903,2919,2903,2903,2905.7,2911.29,550,16.01,92,380,69.09
HDFCNIFETF, EQ, 09-Apr-2019,1197.11,1205,1208.99,1196.73,1208.51,1208.65,1202.9,901,10.84,27,609,67.59
HDFCSENETF, EQ, 09-Apr-2019,4200,4021.51,4165.97,3908,4050,4071.05,4014.47,189,7.59,49,104,55.03
HDIL, EQ, 09-Apr-2019,26.65,26.75,27.65,26,27.25,27.3,26.98,6606924,1782.83,13414,1620529,24.53
HEG, EQ, 09-Apr-2019,2061.1,2059.5,2059.5,2025,2038.5,2038.35,2036.97,130822,2664.8,11922,33791,25.83
HEIDELBERG, EQ, 09-Apr-2019,180.25,181,181,175.9,176.65,177.05,177.6,138895,246.68,2724,75296,54.21
HEOF1126RG, MF, 09-Apr-2019,9.82,9.85,9.9,9.85,9.9,9.9,9.89,6700,0.66,5,5500,82.09
HERCULES, EQ, 09-Apr-2019,115.25,116.6,116.6,113.55,114.4,114.25,114.59,7817,8.96,253,3772,48.25
HERITGFOOD, EQ, 09-Apr-2019,534.65,530.65,541.35,520,521.1,524.5,531.12,17498,92.94,1022,6816,38.95
HEROMOTOCO, EQ, 09-Apr-2019,2586.85,2590,2631.95,2568.8,2631,2623.65,2598.79,769508,19997.89,45187,312354,40.59
HESTERBIO, EQ, 09-Apr-2019,1396.1,1401.55,1418.2,1372,1375,1386.8,1395.41,3662,51.1,449,2323,63.44
HEXATRADEX, BE, 09-Apr-2019,22.25,22,22.3,21.2,22.2,22.2,21.81,1028,0.22,7, -, -
HEXAWARE, EQ, 09-Apr-2019,351.35,352,356.7,349.2,352.45,351.5,352.71,1037723,3660.19,20156,350047,33.73
HFCL, EQ, 09-Apr-2019,22,22.05,22.35,21.8,22.05,22.1,22.07,1792554,395.54,3996,980604,54.7
HGINFRA, EQ, 09-Apr-2019,273.45,273.45,277,256.6,263.7,262.35,263.59,54623,143.98,2683,37748,69.11
HGS, EQ, 09-Apr-2019,671.05,669,678.5,658.2,673,673.05,668.33,6631,44.32,608,4063,61.27
HHOF1140RG, MF, 09-Apr-2019,8.7,8.51,8.52,8.51,8.52,8.52,8.51,1500,0.13,2,1500,100
HIGHGROUND, EQ, 09-Apr-2019,7,7,7.1,6.9,7.05,7,6.97,12535,0.87,37,8135,64.9
HIKAL, EQ, 09-Apr-2019,180.5,180.45,182.4,176.3,176.3,176.85,179.15,210809,377.66,3444,100688,47.76
HIL, EQ, 09-Apr-2019,1852.6,1855.1,1870,1845.05,1854,1850.55,1855.51,4933,91.53,952,3790,76.83
HILTON, BE, 09-Apr-2019,18.8,18.8,18.8,18,18.05,18.05,18.17,3908,0.71,25, -, -
HIMATSEIDE, EQ, 09-Apr-2019,217.2,218,221,211,216.85,217.75,216.33,61612,133.29,1696,32503,52.75
HINDALCO, EQ, 09-Apr-2019,214.45,214.45,217.85,211.6,217.15,217.15,214.61,3937427,8450.28,58763,1206951,30.65
HINDCOMPOS, EQ, 09-Apr-2019,214.4,213.45,217.55,210.35,217.55,216,213.4,3099,6.61,109,1993,64.31
HINDCOPPER, EQ, 09-Apr-2019,50,50,50.5,49.5,49.9,49.9,49.98,513054,256.42,2820,194094,37.83
